"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034219","GO:0034219","carbohydrate transmembrane transport","2/524","63/21644",0.452961916308384,0.750231561295276,0.667578931661051,"ATPLT5/ATGPT2",2
"GO:0006913","GO:0006913","nucleocytoplasmic transport","3/524","103/21644",0.456392986170951,0.750231561295276,0.667578931661051,"ATRAN1/ATDSS1(I)/NA",3
"GO:0048443","GO:0048443","stamen development","3/524","103/21644",0.456392986170951,0.750231561295276,0.667578931661051,"AtbZIP1/ATLOX4/ATLOX3",3
"GO:0048466","GO:0048466","androecium development","3/524","103/21644",0.456392986170951,0.750231561295276,0.667578931661051,"AtbZIP1/ATLOX4/ATLOX3",3
"GO:0051169","GO:0051169","nuclear transport","3/524","103/21644",0.456392986170951,0.750231561295276,0.667578931661051,"ATRAN1/ATDSS1(I)/NA",3
"GO:0006534","GO:0006534","cysteine metabolic process","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"ATSERAT2;2",1
"GO:0006636","GO:0006636","unsaturated fatty acid biosynthetic process","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"AtFAD7",1
"GO:0008300","GO:0008300","isoprenoid catabolic process","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"ATNCED3",1
"GO:0009126","GO:0009126","purine nucleoside monophosphate metabolic process","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"PUR4",1
"GO:0009127","GO:0009127","purine nucleoside monophosphate biosynthetic process","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"PUR4",1
"GO:0009167","GO:0009167","purine ribonucleoside monophosphate metabolic process","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"PUR4",1
"GO:0009168","GO:0009168","purine ribonucleoside monophosphate biosynthetic process","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"PUR4",1
"GO:0009556","GO:0009556","microsporogenesis","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"SAMBA",1
"GO:0009880","GO:0009880","embryonic pattern specification","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"ASU1",1
"GO:0010229","GO:0010229","inflorescence development","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"RPL27A",1
"GO:0010499","GO:0010499","proteasomal ubiquitin-independent protein catabolic process","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"PBB2",1
"GO:0030150","GO:0030150","protein import into mitochondrial matrix","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"MGE1",1
"GO:0031167","GO:0031167","rRNA methylation","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"DIM1A",1
"GO:0034661","GO:0034661","ncRNA catabolic process","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"ASU1",1
"GO:0042593","GO:0042593","glucose homeostasis","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"AtbZIP1",1
"GO:0090056","GO:0090056","regulation of chlorophyll metabolic process","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"ATGLK1",1
"GO:1900150","GO:1900150","regulation of defense response to fungus","1/524","25/21644",0.458298234830801,0.750231561295276,0.667578931661051,"ATMYB44",1
"GO:0044242","GO:0044242","cellular lipid catabolic process","3/524","105/21644",0.468937598570818,0.754284750543929,0.671185583111123,"PLDGAMMA3/AtNCER3/ATNCED3",3
"GO:0050657","GO:0050657","nucleic acid transport","2/524","65/21644",0.469079496753221,0.754284750543929,0.671185583111123,"ATRAN1/ATDSS1(I)",2
"GO:0050658","GO:0050658","RNA transport","2/524","65/21644",0.469079496753221,0.754284750543929,0.671185583111123,"ATRAN1/ATDSS1(I)",2
"GO:0051236","GO:0051236","establishment of RNA localization","2/524","65/21644",0.469079496753221,0.754284750543929,0.671185583111123,"ATRAN1/ATDSS1(I)",2
"GO:0070585","GO:0070585","protein localization to mitochondrion","2/524","65/21644",0.469079496753221,0.754284750543929,0.671185583111123,"MGE1/ATTOM22-V",2
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","2/524","65/21644",0.469079496753221,0.754284750543929,0.671185583111123,"MGE1/ATTOM22-V",2
"GO:0009908","GO:0009908","flower development","12/524","471/21644",0.469793812321925,0.754284750543929,0.671185583111123,"ANAC029/H2A.Z/AtbZIP1/ATH1/ATLOX4/LSU4/ASU1/ATGLK1/AtJAZ1/ATLOX3/AGAL2/RPL27A",12
"GO:0009738","GO:0009738","abscisic acid-activated signaling pathway","5/524","186/21644",0.470039797407391,0.754284750543929,0.671185583111123,"ATBT2/UGT76C2/ATCPK32/ABF3/ATEXO70B1",5
"GO:0000291","GO:0000291","nuclear-transcribed mRNA catabolic process, exonucleolytic","1/524","26/21644",0.471427969089956,0.754284750543929,0.671185583111123,"AtCAF1a",1
"GO:0002758","GO:0002758","innate immune response-activating signal transduction","1/524","26/21644",0.471427969089956,0.754284750543929,0.671185583111123,"NOI",1
"GO:0006855","GO:0006855","drug transmembrane transport","1/524","26/21644",0.471427969089956,0.754284750543929,0.671185583111123,"DIC3",1
"GO:0009083","GO:0009083","branched-chain amino acid catabolic process","1/524","26/21644",0.471427969089956,0.754284750543929,0.671185583111123,"NA",1
"GO:0009218","GO:0009218","pyrimidine ribonucleotide metabolic process","1/524","26/21644",0.471427969089956,0.754284750543929,0.671185583111123,"CARB",1
"GO:0009220","GO:0009220","pyrimidine ribonucleotide biosynthetic process","1/524","26/21644",0.471427969089956,0.754284750543929,0.671185583111123,"CARB",1
"GO:0016109","GO:0016109","tetraterpenoid biosynthetic process","1/524","26/21644",0.471427969089956,0.754284750543929,0.671185583111123,"CYP711A1",1
"GO:0016117","GO:0016117","carotenoid biosynthetic process","1/524","26/21644",0.471427969089956,0.754284750543929,0.671185583111123,"CYP711A1",1
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","1/524","26/21644",0.471427969089956,0.754284750543929,0.671185583111123,"ATVIIIB",1
"GO:0032273","GO:0032273","positive regulation of protein polymerization","1/524","26/21644",0.471427969089956,0.754284750543929,0.671185583111123,"AFH3",1
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","1/524","26/21644",0.471427969089956,0.754284750543929,0.671185583111123,"AtFAD7",1
"GO:0070897","GO:0070897","transcription preinitiation complex assembly","1/524","26/21644",0.471427969089956,0.754284750543929,0.671185583111123,"NA",1
"GO:0009664","GO:0009664","plant-type cell wall organization","4/524","148/21644",0.483117239899762,0.762078561894022,0.678120754227731,"EXT6/RRT1/NA/ATHRGP1",4
"GO:0000018","GO:0000018","regulation of DNA recombination","1/524","27/21644",0.484240058284001,0.762078561894022,0.678120754227731,"NA",1
"GO:0006896","GO:0006896","Golgi to vacuole transport","1/524","27/21644",0.484240058284001,0.762078561894022,0.678120754227731,"BP80-3;1",1
"GO:0009833","GO:0009833","plant-type primary cell wall biogenesis","1/524","27/21644",0.484240058284001,0.762078561894022,0.678120754227731,"ATCSLB03",1
"GO:0009962","GO:0009962","regulation of flavonoid biosynthetic process","1/524","27/21644",0.484240058284001,0.762078561894022,0.678120754227731,"CYP711A1",1
"GO:0015851","GO:0015851","nucleobase transport","1/524","27/21644",0.484240058284001,0.762078561894022,0.678120754227731,"ATPUP18",1
"GO:0034762","GO:0034762","regulation of transmembrane transport","1/524","27/21644",0.484240058284001,0.762078561894022,0.678120754227731,"FLS2",1
"GO:0035196","GO:0035196","production of miRNAs involved in gene silencing by miRNA","1/524","27/21644",0.484240058284001,0.762078561894022,0.678120754227731,"ASU1",1
"GO:0042398","GO:0042398","cellular modified amino acid biosynthetic process","1/524","27/21644",0.484240058284001,0.762078561894022,0.678120754227731,"ATDFD",1
"GO:0051053","GO:0051053","negative regulation of DNA metabolic process","1/524","27/21644",0.484240058284001,0.762078561894022,0.678120754227731,"NA",1
"GO:0098661","GO:0098661","inorganic anion transmembrane transport","1/524","27/21644",0.484240058284001,0.762078561894022,0.678120754227731,"DIC3",1
"GO:1900376","GO:1900376","regulation of secondary metabolite biosynthetic process","1/524","27/21644",0.484240058284001,0.762078561894022,0.678120754227731,"GH3.5",1
"GO:1901401","GO:1901401","regulation of tetrapyrrole metabolic process","1/524","27/21644",0.484240058284001,0.762078561894022,0.678120754227731,"ATGLK1",1
"GO:0000911","GO:0000911","cytokinesis by cell plate formation","2/524","67/21644",0.484910158380306,0.762078561894022,0.678120754227731,"KEU/ASU1",2
"GO:0009746","GO:0009746","response to hexose","2/524","67/21644",0.484910158380306,0.762078561894022,0.678120754227731,"ATGPT2/AtbZIP1",2
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","2/524","67/21644",0.484910158380306,0.762078561894022,0.678120754227731,"NA/AFH3",2
"GO:0030258","GO:0030258","lipid modification","3/524","108/21644",0.487506273751283,0.765309183627291,0.680995460007335,"ATVPS34/ATLOX4/ATLOX3",3
"GO:0000045","GO:0000045","autophagosome assembly","1/524","28/21644",0.496742172798465,0.772901225109949,0.687751090140209,"ATVPS34",1
"GO:0002757","GO:0002757","immune response-activating signal transduction","1/524","28/21644",0.496742172798465,0.772901225109949,0.687751090140209,"NOI",1
"GO:0009581","GO:0009581","detection of external stimulus","1/524","28/21644",0.496742172798465,0.772901225109949,0.687751090140209,"H2A.Z",1
"GO:0009582","GO:0009582","detection of abiotic stimulus","1/524","28/21644",0.496742172798465,0.772901225109949,0.687751090140209,"H2A.Z",1
"GO:0031060","GO:0031060","regulation of histone methylation","1/524","28/21644",0.496742172798465,0.772901225109949,0.687751090140209,"OTLD1",1
"GO:0034404","GO:0034404","nucleobase-containing small molecule biosynthetic process","1/524","28/21644",0.496742172798465,0.772901225109949,0.687751090140209,"RSW10",1
"GO:1901000","GO:1901000","regulation of response to salt stress","1/524","28/21644",0.496742172798465,0.772901225109949,0.687751090140209,"AtMYB20",1
"GO:1903409","GO:1903409","reactive oxygen species biosynthetic process","1/524","28/21644",0.496742172798465,0.772901225109949,0.687751090140209,"GNR1",1
"GO:0006520","GO:0006520","cellular amino acid metabolic process","10/524","398/21644",0.497473596307182,0.772901225109949,0.687751090140209,"CYP79B3/NA/AtbZIP1/NAGK/ATSERAT2;2/NA/ADT2/XBAT32/CARB/NA",10
"GO:0046777","GO:0046777","protein autophosphorylation","5/524","192/21644",0.497800789053866,0.772901225109949,0.687751090140209,"ATCPK32/NA/AFC2/ATSK12/NA",5
"GO:0001558","GO:0001558","regulation of cell growth","3/524","110/21644",0.499709037704499,0.774166299113316,0.688876791583882,"ARL2/ATGRP-5/OTLD1",3
"GO:0071824","GO:0071824","protein-DNA complex subunit organization","3/524","110/21644",0.499709037704499,0.774166299113316,0.688876791583882,"NA/NA/H2B",3
"GO:0042127","GO:0042127","regulation of cell population proliferation","2/524","69/21644",0.500444437795994,0.774458277507244,0.689136602866615,"ATH1/ATMYB3R-1",2
"GO:0048609","GO:0048609","multicellular organismal reproductive process","5/524","194/21644",0.506933518372827,0.775852287058816,0.690377035094709,"AtbZIP1/ATLOX4/ATBZIP10/ASU1/ATLOX3",5
"GO:0090567","GO:0090567","reproductive shoot system development","12/524","484/21644",0.507711364105664,0.775852287058816,0.690377035094709,"ANAC029/H2A.Z/AtbZIP1/ATH1/ATLOX4/LSU4/ASU1/ATGLK1/AtJAZ1/ATLOX3/AGAL2/RPL27A",12
"GO:0006612","GO:0006612","protein targeting to membrane","2/524","70/21644",0.508097906242973,0.775852287058816,0.690377035094709,"AT-SYR1/ATSYP122",2
"GO:0006972","GO:0006972","hyperosmotic response","2/524","70/21644",0.508097906242973,0.775852287058816,0.690377035094709,"ATCP1/ATNCED3",2
"GO:0031123","GO:0031123","RNA 3'-end processing","2/524","70/21644",0.508097906242973,0.775852287058816,0.690377035094709,"EVR1/EVR1L1",2
"GO:0002764","GO:0002764","immune response-regulating signaling pathway","1/524","29/21644",0.508941798143284,0.775852287058816,0.690377035094709,"NOI",1
"GO:0006833","GO:0006833","water transport","1/524","29/21644",0.508941798143284,0.775852287058816,0.690377035094709,"AT-SYR1",1
"GO:0006835","GO:0006835","dicarboxylic acid transport","1/524","29/21644",0.508941798143284,0.775852287058816,0.690377035094709,"DIC3",1
"GO:0010082","GO:0010082","regulation of root meristem growth","1/524","29/21644",0.508941798143284,0.775852287058816,0.690377035094709,"MAIL1",1
"GO:0010227","GO:0010227","floral organ abscission","1/524","29/21644",0.508941798143284,0.775852287058816,0.690377035094709,"ATH1",1
"GO:0030091","GO:0030091","protein repair","1/524","29/21644",0.508941798143284,0.775852287058816,0.690377035094709,"ATMSRB9",1
"GO:0042044","GO:0042044","fluid transport","1/524","29/21644",0.508941798143284,0.775852287058816,0.690377035094709,"AT-SYR1",1
"GO:0090333","GO:0090333","regulation of stomatal closure","1/524","29/21644",0.508941798143284,0.775852287058816,0.690377035094709,"ATEXO70B1",1
"GO:0034655","GO:0034655","nucleobase-containing compound catabolic process","4/524","153/21644",0.509016083811893,0.775852287058816,0.690377035094709,"ATCTH/ASU1/AtCAF1a/ECT8",4
"GO:0009739","GO:0009739","response to gibberellin","3/524","112/21644",0.511762829074971,0.779200178462536,0.693356091004799,"XERICO/TRM13/ATBT4",3
"GO:0005982","GO:0005982","starch metabolic process","2/524","71/21644",0.515674429004674,0.78376012220084,0.697413668060069,"ATISA3/ATPTPKIS1",2
"GO:0006563","GO:0006563","L-serine metabolic process","1/524","30/21644",0.520846239400417,0.78376012220084,0.697413668060069,"ATSERAT2;2",1
"GO:0010257","GO:0010257","NADH dehydrogenase complex assembly","1/524","30/21644",0.520846239400417,0.78376012220084,0.697413668060069,"NA",1
"GO:0016032","GO:0016032","viral process","1/524","30/21644",0.520846239400417,0.78376012220084,0.697413668060069,"ANAC091",1
"GO:0016998","GO:0016998","cell wall macromolecule catabolic process","1/524","30/21644",0.520846239400417,0.78376012220084,0.697413668060069,"ATBXL1",1
"GO:0017000","GO:0017000","antibiotic biosynthetic process","1/524","30/21644",0.520846239400417,0.78376012220084,0.697413668060069,"CBP60G",1
"GO:0042147","GO:0042147","retrograde transport, endosome to Golgi","1/524","30/21644",0.520846239400417,0.78376012220084,0.697413668060069,"LAZ4",1
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","1/524","30/21644",0.520846239400417,0.78376012220084,0.697413668060069,"AFH3",1
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","1/524","30/21644",0.520846239400417,0.78376012220084,0.697413668060069,"AFH3",1
"GO:1905037","GO:1905037","autophagosome organization","1/524","30/21644",0.520846239400417,0.78376012220084,0.697413668060069,"ATVPS34",1
"GO:2000652","GO:2000652","regulation of secondary cell wall biogenesis","1/524","30/21644",0.520846239400417,0.78376012220084,0.697413668060069,"AtMYB20",1
"GO:0010102","GO:0010102","lateral root morphogenesis","2/524","72/21644",0.52317324036717,0.785592055524827,0.699043778221245,"ATPLT5/XBAT32",2
"GO:0031146","GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","2/524","72/21644",0.52317324036717,0.785592055524827,0.699043778221245,"NA/EBF2",2
"GO:0009965","GO:0009965","leaf morphogenesis","3/524","115/21644",0.529550984918675,0.794068684065301,0.706586540905565,"ASL39/AGAL2/BRH1",3
"GO:0010101","GO:0010101","post-embryonic root morphogenesis","2/524","73/21644",0.530593656569836,0.794068684065301,0.706586540905565,"ATPLT5/XBAT32",2
"GO:0031497","GO:0031497","chromatin assembly","2/524","73/21644",0.530593656569836,0.794068684065301,0.706586540905565,"NA/H2B",2
"GO:0006406","GO:0006406","mRNA export from nucleus","1/524","31/21644",0.53246262556467,0.794068684065301,0.706586540905565,"ATDSS1(I)",1
"GO:0033500","GO:0033500","carbohydrate homeostasis","1/524","31/21644",0.53246262556467,0.794068684065301,0.706586540905565,"AtbZIP1",1
"GO:0071427","GO:0071427","mRNA-containing ribonucleoprotein complex export from nucleus","1/524","31/21644",0.53246262556467,0.794068684065301,0.706586540905565,"ATDSS1(I)",1
"GO:0098660","GO:0098660","inorganic ion transmembrane transport","6/524","242/21644",0.533893710602208,0.794068684065301,0.706586540905565,"NA/ACA1/AHA2/DIC3/AHA5/ATNHX5",6
"GO:0048638","GO:0048638","regulation of developmental growth","4/524","158/21644",0.534315121313515,0.794068684065301,0.706586540905565,"ARL2/ATGRP-5/MAIL1/SAMBA",4
"GO:0006403","GO:0006403","RNA localization","2/524","74/21644",0.537935072299959,0.794068684065301,0.706586540905565,"ATRAN1/ATDSS1(I)",2
"GO:0009744","GO:0009744","response to sucrose","2/524","74/21644",0.537935072299959,0.794068684065301,0.706586540905565,"ATGPT2/AtSOD2",2
"GO:0009933","GO:0009933","meristem structural organization","2/524","74/21644",0.537935072299959,0.794068684065301,0.706586540905565,"CYP711A1/ATSK12",2
"GO:0032984","GO:0032984","protein-containing complex disassembly","2/524","74/21644",0.537935072299959,0.794068684065301,0.706586540905565,"ADF3/ADF9",2
